claire_full_1,knn,1,512,wl,parity,delta,0.9474859147443393,0.9209353972041494
claire_full_3,knn,1,512,wl,parity,delta,0.8571808227915382,0.8483385706901475
claire_full_2,knn,1,512,wl,parity,delta,0.9086850217922824,0.8987183891675512
claire_full_1,knn,1,512,wl,parity,union,0.9482300414584883,0.9221094923805855
claire_full_3,knn,1,512,wl,parity,union,0.8523439991495695,0.8433199588871035
claire_full_2,knn,1,512,wl,parity,union,0.901456362283406,0.8906710353401592
claire_full_1,knn,1,512,wl,minhash,delta,0.9546082704369087,0.9315574427713353
claire_full_3,knn,1,512,wl,minhash,delta,0.863186988412884,0.8547007635088067
claire_full_2,knn,1,512,wl,minhash,delta,0.9157542255766982,0.906466994926563
claire_full_1,knn,1,512,wl,minhash,union,0.9464228765812692,0.9192878037055852
claire_full_3,knn,1,512,wl,minhash,union,0.8504836823641969,0.8413022659102593
claire_full_2,knn,1,512,wl,minhash,union,0.8967258424577442,0.8853903701087253
claire_full_1,knn,1,512,wl,cw,delta,0.8602636334644413,0.7902786930479722
claire_full_3,knn,1,512,wl,cw,delta,0.7301477623046667,0.7136873858505117
claire_full_2,knn,1,512,wl,cw,delta,0.7809078345912618,0.7569271236725522
claire_full_1,knn,1,512,wl,cw,union,0.7623046667375358,0.6404200590668855
claire_full_3,knn,1,512,wl,cw,union,0.5866907621983629,0.5606156337363626
claire_full_2,knn,1,512,wl,cw,union,0.636919315403423,0.5966419239005555
claire_full_1,knn,1,512,path,parity,delta,0.9431806101839056,0.9144250711633549
claire_full_3,knn,1,512,path,parity,delta,0.8250239183586691,0.8141028465316609
claire_full_2,knn,1,512,path,parity,delta,0.891942170723929,0.8800337191764466
claire_full_1,knn,1,512,path,parity,union,0.931168278941214,0.8963399785394217
claire_full_3,knn,1,512,path,parity,union,0.82321675348145,0.8122295076212286
claire_full_2,knn,1,512,path,parity,union,0.8792920165833954,0.8659824102520696
claire_full_1,knn,1,512,path,minhash,delta,0.940895078133305,0.9109708744411715
claire_full_3,knn,1,512,path,minhash,delta,0.8352822366322951,0.8251050350964626
claire_full_2,knn,1,512,path,minhash,delta,0.8936430317848411,0.8820208626528216
claire_full_1,knn,1,512,path,minhash,union,0.9263314552992452,0.888916520474246
claire_full_3,knn,1,512,path,minhash,union,0.8176889550334857,0.8063155388659673
claire_full_2,knn,1,512,path,minhash,union,0.8752524715637291,0.8614524278235722
claire_full_1,knn,1,512,path,cw,delta,0.8750930158392687,0.8119923508266338
claire_full_3,knn,1,512,path,cw,delta,0.7278622302540662,0.7111089290213141
claire_full_2,knn,1,512,path,cw,delta,0.7876049750186032,0.7642283671838858
claire_full_1,knn,1,512,path,cw,union,0.7227064951631763,0.5798240844731823
claire_full_3,knn,1,512,path,cw,union,0.5056872541724248,0.47482149947957375
claire_full_2,knn,1,512,path,cw,union,0.559849048580844,0.5106782629054076
claire_full_1,knn,1,512,morgan,parity,delta,0.9540235994472201,0.9306961118292888
claire_full_3,knn,1,512,morgan,parity,delta,0.8643031784841075,0.8558897103472285
claire_full_2,knn,1,512,morgan,parity,delta,0.9136281492505581,0.9041610819043902
claire_full_1,knn,1,512,morgan,parity,union,0.9417986605719145,0.9125093472406416
claire_full_3,knn,1,512,morgan,parity,union,0.8492611884766663,0.8400768595917656
claire_full_2,knn,1,512,morgan,parity,union,0.8949186775805251,0.883468056528096
claire_full_1,knn,1,512,morgan,minhash,delta,0.9490804719889444,0.923466939057404
claire_full_3,knn,1,512,morgan,minhash,delta,0.8603699372807484,0.851786997242549
claire_full_2,knn,1,512,morgan,minhash,delta,0.9119804400977995,0.9024381301880451
claire_full_1,knn,1,512,morgan,minhash,union,0.9472201552035718,0.9206824712345546
claire_full_3,knn,1,512,morgan,minhash,union,0.8554268098224727,0.8464907601426634
claire_full_2,knn,1,512,morgan,minhash,union,0.903157223344318,0.8925505382996023
claire_full_1,knn,1,512,morgan,cw,delta,0.8663229509939406,0.7992768754523665
claire_full_3,knn,1,512,morgan,cw,delta,0.7391835866907622,0.723129995952023
claire_full_2,knn,1,512,morgan,cw,delta,0.7922823429361114,0.7696074841091707
claire_full_1,knn,1,512,morgan,cw,union,0.7729882002763899,0.6555638909286542
claire_full_3,knn,1,512,morgan,cw,union,0.5805782927607102,0.5543537591396698
claire_full_2,knn,1,512,morgan,cw,union,0.6366535558626555,0.5964778120299528
claire_full_1,knn,2,1024,wl,parity,delta,0.9474859147443393,0.92103550411166
claire_full_3,knn,2,1024,wl,parity,delta,0.8475603274157543,0.8383805020974489
claire_full_2,knn,2,1024,wl,parity,delta,0.8886467524184118,0.8768705944497999
claire_full_1,knn,2,1024,wl,parity,union,0.9424364834697566,0.9134962419983548
claire_full_3,knn,2,1024,wl,parity,union,0.8436802381205485,0.8340693341790409
claire_full_2,knn,2,1024,wl,parity,union,0.8886999043265653,0.8765561326267574
claire_full_1,knn,2,1024,wl,minhash,delta,0.9372275964707133,0.9065923247374422
claire_full_3,knn,2,1024,wl,minhash,delta,0.8518656319761879,0.842985125658353
claire_full_2,knn,2,1024,wl,minhash,delta,0.8929520569788455,0.8817351372625923
claire_full_1,knn,2,1024,wl,minhash,union,0.940788774316998,0.9109473229299032
claire_full_3,knn,2,1024,wl,minhash,union,0.8421919846922504,0.8324877567430548
claire_full_2,knn,2,1024,wl,minhash,union,0.8886467524184118,0.8764385548626485
claire_full_1,knn,2,1024,wl,cw,delta,0.8192835122780908,0.7305047870796654
claire_full_3,knn,2,1024,wl,cw,delta,0.6803975762729882,0.6612136631344854
claire_full_2,knn,2,1024,wl,cw,delta,0.7215903050919528,0.69234603497806
claire_full_1,knn,2,1024,wl,cw,union,0.7598596789624747,0.637411525750106
claire_full_3,knn,2,1024,wl,cw,union,0.567662379079409,0.5408136503523303
claire_full_2,knn,2,1024,wl,cw,union,0.6180503880089295,0.5771225932449976
claire_full_1,knn,2,1024,path,parity,delta,0.9506218773253959,0.9256985155889678
claire_full_3,knn,2,1024,path,parity,delta,0.8441054533857766,0.8349995367993794
claire_full_2,knn,2,1024,path,parity,delta,0.9078877431699798,0.8978406298660039
claire_full_1,knn,2,1024,path,parity,union,0.9359519506750292,0.9037243476987816
claire_full_3,knn,2,1024,path,parity,union,0.8391091740193473,0.8291977832589392
claire_full_2,knn,2,1024,path,parity,union,0.8854576379292016,0.8729091008370752
claire_full_1,knn,2,1024,path,minhash,delta,0.9433400659083662,0.9148449868272027
claire_full_3,knn,2,1024,path,minhash,delta,0.8503242266397364,0.8411057377271668
claire_full_2,knn,2,1024,path,minhash,delta,0.9035824386095461,0.8930337814992166
claire_full_1,knn,2,1024,path,minhash,union,0.9365366216647177,0.9044348896758831
claire_full_3,knn,2,1024,path,minhash,union,0.8386308068459658,0.828657324824292
claire_full_2,knn,2,1024,path,minhash,union,0.8861486127351972,0.8735708142667585
claire_full_1,knn,2,1024,path,cw,delta,0.8604762410970553,0.7902911856113237
claire_full_3,knn,2,1024,path,cw,delta,0.7317954714574253,0.715175781470091
claire_full_2,knn,2,1024,path,cw,delta,0.7819708727543319,0.7582696860853654
claire_full_1,knn,2,1024,path,cw,union,0.782608695652174,0.6705930303653499
claire_full_3,knn,2,1024,path,cw,union,0.6140639948974168,0.589913679749018
claire_full_2,knn,2,1024,path,cw,union,0.6630700542149464,0.6259561867848128
claire_full_1,knn,2,1024,morgan,parity,delta,0.9472201552035718,0.9206825259936343
claire_full_3,knn,2,1024,morgan,parity,delta,0.8466035930689911,0.8373902965994983
claire_full_2,knn,2,1024,morgan,parity,delta,0.8899223982140959,0.8783289148611505
claire_full_1,knn,2,1024,morgan,parity,union,0.9400446476028489,0.9097631336374735
claire_full_3,knn,2,1024,morgan,parity,union,0.8431487190390135,0.8334931007379691
claire_full_2,knn,2,1024,morgan,parity,union,0.8885936005102583,0.8763799463716598
claire_full_1,knn,2,1024,morgan,minhash,delta,0.9360582544913363,0.9046656860013639
claire_full_3,knn,2,1024,morgan,minhash,delta,0.8474008716912937,0.8382770583383494
claire_full_2,knn,2,1024,morgan,minhash,delta,0.8891251195917933,0.8775172253976357
claire_full_1,knn,2,1024,morgan,minhash,union,0.9474327628361858,0.9208925583363972
claire_full_3,knn,2,1024,morgan,minhash,union,0.8516530243435739,0.8425426093879191
claire_full_2,knn,2,1024,morgan,minhash,union,0.8960348676517487,0.8846081694830397
claire_full_1,knn,2,1024,morgan,cw,delta,0.8228446901243754,0.7355135546663109
claire_full_3,knn,2,1024,morgan,cw,delta,0.6818326777931327,0.662699417978457
claire_full_2,knn,2,1024,morgan,cw,delta,0.7246199638567025,0.6951636091521134
claire_full_1,knn,2,1024,morgan,cw,union,0.7660784522164346,0.6479001692238748
claire_full_3,knn,2,1024,morgan,cw,union,0.5713830126501541,0.5447552344951603
claire_full_2,knn,2,1024,morgan,cw,union,0.6251727437014989,0.5850732739125174
claire_full_1,knn,3,2048,wl,parity,delta,0.9429148506431381,0.9144396356119634
claire_full_3,knn,3,2048,wl,parity,delta,0.8274157542255767,0.8174255839674539
claire_full_2,knn,3,2048,wl,parity,delta,0.8689805464016158,0.8557525981954671
claire_full_1,knn,3,2048,wl,parity,union,0.9376528117359413,0.9064333131443816
claire_full_3,knn,3,2048,wl,parity,union,0.8383650473051982,0.8284905927560823
claire_full_2,knn,3,2048,wl,parity,union,0.882109067715531,0.8693285243232127
claire_full_1,knn,3,2048,wl,minhash,delta,0.9190496438822153,0.8809178637582816
claire_full_3,knn,3,2048,wl,minhash,delta,0.8302328053577124,0.8204216005238438
claire_full_2,knn,3,2048,wl,minhash,delta,0.8719039013500585,0.8592141574890299
claire_full_1,knn,3,2048,wl,minhash,union,0.9352609758690337,0.9027403254371077
claire_full_3,knn,3,2048,wl,minhash,union,0.834006590836611,0.8237754683566239
claire_full_2,knn,3,2048,wl,minhash,union,0.8805676623790795,0.8674860907448567
claire_full_1,knn,3,2048,wl,cw,delta,0.7779844796428191,0.6730233932536671
claire_full_3,knn,3,2048,wl,cw,delta,0.6332518337408313,0.6121635363432161
claire_full_2,knn,3,2048,wl,cw,delta,0.6760922717125545,0.6429925513276917
claire_full_1,knn,3,2048,wl,cw,union,0.7461464866588711,0.6172402814568985
claire_full_3,knn,3,2048,wl,cw,union,0.5566599340916338,0.5288906069208027
claire_full_2,knn,3,2048,wl,cw,union,0.6086956521739131,0.5665578513250302
claire_full_1,knn,3,2048,path,parity,delta,0.9464228765812692,0.91933538108354
claire_full_3,knn,3,2048,path,parity,delta,0.8548952907409376,0.8459857553244355
claire_full_2,knn,3,2048,path,parity,delta,0.8971510577229722,0.8859909855300246
claire_full_1,knn,3,2048,path,parity,union,0.9339853300733496,0.9007336066683169
claire_full_3,knn,3,2048,path,parity,union,0.8334219198469225,0.8232026204114117
claire_full_2,knn,3,2048,path,parity,union,0.8793983203997023,0.8661360188323578
claire_full_1,knn,3,2048,path,minhash,delta,0.9379185712767089,0.9073899980187314
claire_full_3,knn,3,2048,path,minhash,delta,0.8467630487934517,0.8374918138126635
claire_full_2,knn,3,2048,path,minhash,delta,0.8913574997342405,0.8798835927988373
claire_full_1,knn,3,2048,path,minhash,union,0.9361645583076432,0.9040358737754501
claire_full_3,knn,3,2048,path,minhash,union,0.8396938450090359,0.8298235397718735
claire_full_2,knn,3,2048,path,minhash,union,0.8832252577867545,0.8703702600642377
claire_full_1,knn,3,2048,path,cw,delta,0.8401722121824173,0.7632531416741332
claire_full_3,knn,3,2048,path,cw,delta,0.7097905814818752,0.6926300317257649
claire_full_2,knn,3,2048,path,cw,delta,0.7481131072605507,0.72205177235035
claire_full_1,knn,3,2048,path,cw,union,0.7878175826512172,0.6792085993538174
claire_full_3,knn,3,2048,path,cw,union,0.6022642712873392,0.577428780323073
claire_full_2,knn,3,2048,path,cw,union,0.6494631657276496,0.6113895096031539
claire_full_1,knn,3,2048,morgan,parity,delta,0.942170723928989,0.9132160014128055
claire_full_3,knn,3,2048,morgan,parity,delta,0.8278409694908048,0.8178436782652017
claire_full_2,knn,3,2048,morgan,parity,delta,0.8688210906771553,0.8554132085856084
claire_full_1,knn,3,2048,morgan,parity,union,0.9366429254810248,0.9048343522512889
claire_full_3,knn,3,2048,morgan,parity,union,0.8360795152545977,0.8260325165153451
claire_full_2,knn,3,2048,morgan,parity,union,0.8809928776443074,0.8680837157179844
claire_full_1,knn,3,2048,morgan,minhash,delta,0.9182523652599128,0.8797150903674225
claire_full_3,knn,3,2048,morgan,minhash,delta,0.8202933985330073,0.8099474238969203
claire_full_2,knn,3,2048,morgan,minhash,delta,0.8602104815562879,0.846631171097926
claire_full_1,knn,3,2048,morgan,minhash,union,0.9408419262251515,0.9109693146549277
claire_full_3,knn,3,2048,morgan,minhash,union,0.8373551610502817,0.82736987534615
claire_full_2,knn,3,2048,morgan,minhash,union,0.8840756883172106,0.871406664452323
claire_full_1,knn,3,2048,morgan,cw,delta,0.7864887849473796,0.6850194185051571
claire_full_3,knn,3,2048,morgan,cw,delta,0.6388859360051026,0.6175533802503037
claire_full_2,knn,3,2048,morgan,cw,delta,0.6777399808653131,0.644578503955117
claire_full_1,knn,3,2048,morgan,cw,union,0.7545444881471245,0.6282507249880013
claire_full_3,knn,3,2048,morgan,cw,union,0.569575847772935,0.5425812922492612
claire_full_2,knn,3,2048,morgan,cw,union,0.6126820452854257,0.5707625939649001
